Calf_ID,Diet,Sampling_date,Antibiotic_bef_aft,Ruminococcaceae UCG-005,Lachnospiraceae,Bacteroides,Blautia,Alloprevotella,Muribaculaceae uncultured bacterium,Rikenellaceae RC9 Gut group,Clostridium sensu stricto 1,Romboutsia,Prevotella 2,Eubacterium coprostanoligenes group,Christensenellaceae R 7 group,Ruminococcaceae UCG-014,Fusobacterium,Uncultured Porphyromonadaceae bacterium,Faecalibacterium,Mollicutes RF39,Ruminococcaceae UCG-010,Prevotellaceae UCG-003,Lachnospiraceae UCG-010,Ruminococcus gauvreauii group,Bifidobacterium,Tyzzerella 4,Paeniclostridium,Roseburia,Turicibacter,Streptococcus,Mollicutes RF39 uncultured bacterium,Pseudomonas,Ruminococcaceae UCG-013,Sharpea,Akkermansia,Terrisporobacter,Peptococcaceae uncultured,Subdoligranulum,Phascolarctobacterium,Sutterella,Prevotella 9,Ruminiclostridium 9,Prevotellaceae NK3B31 group,Ruminococcaceae,Ruminococcus 1,Olsenella,Odoribacter,Oscillibacter,Ruminococcus torques group,Alistipes,Family XIII AD3011 group,Parabacteroides,Lachnospiraceae NK4A136 group,Prevotellaceae GA6A1 group,Ruminococcaceae uncultured,Desulfovibrio,Erysipelotrichaceae uncultured,Agathobacter,Anaerovibrio,Lachnospiraceae AC2044 group,Holdemanella,Prevotella 1,Ruminococcaceae UCG-002,Peptoclostridium,Succinivibrio,Lachnospiraceae uncultured,Lachnospiraceae NK3A20 group,Clostridioides,Erysipelotrichaceae UCG-003,Ruminococcaceae NK4A214 group,Megamonas,Mollicutes RF39 uncultured rumen bacterium,Uncultured Lachnospiraceae bacterium,Catenibacterium,Clostridiales vadinbb60 group uncultured bacterium,Eubacterium nodatum group,Prevotellaceae uncultured,Muribaculaceae gut metagenome,Treponema 2,Lachnospiraceae GCA 900066575,Anaerostipes,Lachnoclostridium,Faecalitalea,Uncultured Erysipelotrichaceae bacterium,Lachnospiraceae UCG-001,Acetitomaculum,Ruminococcaceae UCG-009,Lactococcus,Lachnospiraceae UCG-004,Fournierella,Coprococcus 3,Peptococcus,Lachnoclostridium 10,Muribaculaceae uncultured organism,Bacteroidales,Intestinimonas,Escherichia-Shigella,Ruminococcus 2,Enterobacteriaceae,Uncultured Bacteroidales bacterium,Dorea,Erysipelotrichaceae UCG-004,Marvinbryantia,Tyzzerella,Candidatus Stoquefichus,Ruminiclostridium 6,Erysipelotrichaceae UCG-002,Megasphaera,Butyricicoccus,Others
19,HA,12/10/2017,befAb,475,334,1048,111,74.99999998,657,219,16,72,13.00000002,122,137,63.99999998,57,136,4.000000011,47.99999999,20.00000001,20.00000001,88.99999999,17.99999998,58.99999998,32.99999998,0,0,13.00000002,0,34.00000002,5.000000002,5.999999992,67.99999999,0,15.00000001,17.99999998,0,17.99999998,16.99999999,5.000000002,19.00000002,22.99999998,4.000000011,19.00000002,10,52,26,0,10,35.00000001,8.000000022,0,1.999999981,10,78.99999999,8.000000022,0,8.000000022,65.00000002,0,16,21,0,32.99999998,0,0,0,0,0,0,0,0,0,0,13.00000002,0,83,0,0,0,0,0,48.99999998,0,0,0,10.99999999,0,0,0,0,0,10.99999999,24.00000002,14.00000001,0,5.999999992,22.99999998,0,0,0,0,0,0,26,4.000000011,5.999999992,0,151
25,HA,12/10/2017,befAb,806,608,530,1042,837,27.00000003,610,95.99999996,238,255,19.99999997,24.00000001,95.99999996,6.000000027,494,219,30.99999998,0,246,101,118,82.00000003,24.00000001,53.99999996,103,43.99999998,11.00000002,29.00000001,14.99999997,14.99999997,56.99999998,0,30.99999998,35.00000003,273,71.00000001,120,168,80.99999999,27.99999997,38.00000005,0,13,45.00000001,17.99999999,11.00000002,0,43.00000004,29.00000001,24.99999996,6.000000027,50.00000001,0,24.00000001,0,17.00000004,0,27.00000003,6.999999969,0,58.00000001,11.00000002,27.99999997,148,11.00000002,29.00000001,25.99999999,25.99999999,0,155,17.99999999,0,0,32.00000002,0,0,38.00000005,55,3.999999956,0,0,0,6.999999969,0,14.00000003,45.99999996,11.00000002,17.99999999,40.00000002,0,0,0,0,0,58.00000001,19.00000002,0,19.99999997,24.99999996,0,0,16.00000001,0,0,11.00000002,30.00000004,331
29,HA,12/10/2017,befAb,989,539,2116,778,283,241,123,382,836,84.00000004,80,93.00000003,194,125.0000001,25.99999996,142,314,0,73.00000003,80,80,5.000000056,95.99999996,184,43.00000003,118,398,43.00000003,0,5.000000056,63.00000003,4.000000045,132,21.00000001,72.00000002,55.99999996,45.99999996,25.00000006,71.00000001,37.99999998,13.00000003,5.000000056,8.999999989,65.00000006,21.00000001,36.99999997,24.00000004,14.00000004,36.99999997,33.00000003,25.00000006,22.00000002,88.99999999,407,0,6.999999966,96.99999997,0,10,0,6.999999966,8.999999989,18.99999999,0,48.99999999,38.99999999,7.999999978,0,0,139,14.00000004,5.999999955,15.99999996,10,32.00000002,0,55.99999996,0,33.00000003,0,6.999999966,0,0,0,13.00000003,0,64.00000004,15.99999996,101,0,6.999999966,2.000000022,0,8.999999989,6.999999966,80,0,0,0,0,0,25.99999996,0,0,0,33.00000003,496
189,HA,12/10/2017,befAb,837,708,3204,433,6.999999964,9.000000014,4.000000015,156,175,0,9.000000014,48.00000002,16.99999996,1420,0,34.99999999,0,0,0,198,53.00000002,0,94.99999997,63.00000001,0,53.00000002,4.000000015,0,0,0,44,0,52.00000003,0,0,0,76.00000004,0,9.000000014,0,0,0,23.00000003,0,0,25.99999997,0,16.99999996,39.99999999,20.99999998,94.99999997,0,0,0,0,0,0,0,0,0,18.00000003,0,33.00000002,9.000000014,0,28.00000002,0,0,0,0,0,0,9.999999996,0,0,0,5.999999981,0,0,0,0,0,5.999999981,0,14.99999999,13.00000003,81.00000004,0,0,0,0,0,0,0,0,21.99999996,0,0,9.999999996,0,0,9.000000014,0,24.99999999,6.999999964,14.00000001,187
192,HA,12/10/2017,befAb,28.99999995,1133,723.9999999,1219,2167,134,6.000000063,1235,103.9999999,780.9999999,74.99999997,0,8.999999978,76.0000001,1326,675,17.00000006,0,131.0000001,11,270,3847.000001,0,11.99999989,0,297,141,2.000000021,22.99999989,0,213.9999999,8.000000084,0,2.999999915,10.00000011,277.9999999,332,466,33,59.99999993,24.99999991,0,199.0000001,4.999999936,0,127.9999999,0,0,10.00000011,0,0,81.00000003,0,2.000000021,149,1525,0,514,41.00000008,0,11.99999989,76.0000001,158,0,0,174,32.0000001,224,0,0,226.9999999,0,19.00000008,147,0,0,13.00000002,17.00000006,57.00000002,0,0,0,54.0000001,0,24.00000002,191.9999999,8.000000084,13.00000002,231,0,0,0,0,413,0,138.9999999,0,228.0000001,4.000000042,0,0,0,6.999999957,57.99999991,473,63.99999997,1761
197,HA,12/10/2017,befAb,2193,2197,3099.000001,2394.999999,227.9999999,327.0000001,366,111.9999999,154.0000001,323,625,528.0000001,325,278.0000001,625.9999999,209.9999999,142.9999999,49,279,369,225,5.999999932,299,75.99999991,137,36.99999993,61.00000008,85.00000002,22.0000001,119,159.0000001,2.999999966,43.00000007,67.99999993,26.9999999,100.0000001,59.00000003,10.99999995,56.99999998,35.00000009,25.00000007,5.999999932,54.99999994,74.99999999,75.99999991,69.99999998,0,72.00000002,82.99999997,82.00000005,103,10.00000003,36.99999993,181.9999999,88.9999999,44.99999991,43.00000007,237,5.000000013,0,103,20.99999997,93.99999991,0,10.00000003,77.00000004,35.00000009,0,18.99999992,39.9999999,0,0,36.00000001,17.00000009,282,0,28.00000003,0,54.00000002,133.0000001,201,20.99999997,23.99999994,17.00000009,25.00000007,0,33.99999996,36.99999993,62,18.99999992,0,0,0,271,0,0,0,35.00000009,0,18.99999992,0,31.99999992,7.999999979,82.99999997,41.99999994,10.00000003,1218
23,LA,12/10/2017,befAb,410,1026,1690,382,328.0000001,221,503,91.99999996,98.00000003,293,646,142,47.00000003,22.99999999,1025,538,15.99999999,98.99999996,538,73.00000006,54.00000003,244,129,38.00000005,89.00000005,61.00000004,15.00000006,7.000000002,14,61.99999997,38.00000005,0,19.00000002,26.00000003,149,31.00000004,77.99999996,165,17.00000004,35.99999994,63.00000002,168.0000001,28.00000001,61.00000004,86.99999994,52.99999998,0,95,95,245,0,3.000000035,0,26.99999996,66.99999999,66.00000006,17.00000004,0,119,0,0,29.99999999,42.99999995,0,17.00000004,17.99999997,10.00000004,0,0,63.00000002,0,10.00000004,1.999999984,56.99999995,299,3.000000035,0,0,0,0,0,0,37,0,10.00000004,19.99999996,63.00000002,7.000000002,12.99999995,12.00000002,5.000000019,0,14,8.000000054,0,0,0,0,52.00000005,0,0,0,22.00000006,8.999999986,22.00000006,0,397
26,LA,12/10/2017,befAb,876.9999998,573.0000002,285,103,23.00000002,106,159,131,41.00000001,125,47.99999999,30.99999999,117,4.999999985,179,15,77.99999998,87,47.99999999,37.00000002,0,0,19.99999998,27.00000001,29,30.99999999,0,88.99999999,5.999999982,22.00000002,0,178,16,23.00000002,0,20.99999998,28,3.999999988,28,18.99999999,0,8.000000019,8.000000019,22.00000002,39.00000001,0,0,11.00000001,13,0,0,6.99999998,4.999999985,10.00000001,30.99999999,0,23.00000002,0,11.00000001,0,0,0,13,0,10.00000001,0,0,0,0,0,0,26.00000001,13,9.000000016,1.999999994,0,0,0,0,0,12.00000001,0,0,3.999999988,0,0,14,22.00000002,0,28,5.999999982,0,0,0,0,10.00000001,0,0,0,0,16,15,25.00000001,0,0,8.000000019,199
28,LA,12/10/2017,befAb,1342,974.9999996,514,225,129,381,472,65.00000001,92.99999999,641,379,254,103,5.000000043,950.9999996,76.00000004,45.00000002,176,304,0,23.99999999,0,49.99999997,47.99999997,7.000000042,23.99999999,0,41.00000002,11.00000004,79,23.00000003,0,0,31.99999998,13.99999999,57.00000001,92.99999999,105,0,61.00000001,3.000000044,53.99999997,53.99999997,39.99999998,61.00000001,0,9.999999994,31.99999998,43.99999997,7.000000042,0,7.999999995,59.00000001,81,0,15.99999999,45.00000002,0,80.00000004,17.00000004,0,7.000000042,23.00000003,0,7.999999995,0,25.00000003,0,19.99999999,0,0,0,31.00000003,15.99999999,0,3.999999998,25.99999998,0,23.00000003,0,0,17.00000004,5.000000043,0,9.999999994,29.00000003,9.000000041,0,3.000000044,19.00000003,33.99999998,0,13.00000004,0,0,0,0,0,3.999999998,0,15.00000004,9.000000041,0,0,1.999999999,0,469
32,LA,12/10/2017,befAb,130.0000001,66.99999999,488.9999999,224,29,29,0,5455,1937.000001,0,7.99999997,0,2.000000037,957,0,30.00000002,4.999999914,5.999999933,3.000000056,23.00000007,8.999999988,2110,25.99999995,430.9999999,0,869,0,0,13.00000006,0,360.0000001,8.999999988,934,0,0,7.99999997,150.9999999,24.00000009,0,0,0,0,73.99999994,0,4.000000074,33.00000008,0,0,33.99999992,11.00000003,41.00000004,0,0,0,0,0,0,0,0,0,13.00000006,167.0000001,0,24.99999993,138.0000001,20.00000001,0,0,0,0,0,0,0,0,0,0,0,0,46.99999998,0,11.00000003,0,24.99999993,0,20.00000001,0,0,0,3.000000056,0,0,0,24.99999993,400.0000001,0,62.00000008,0,0,0,0,10.00000001,0,0,159.0000001,22.00000005,31.00000004,2137.000001
184,LA,12/10/2017,befAb,4010.999999,2165,598,236.9999999,451.0000001,1278,628.0000001,125,339.9999999,565,468,445,605.9999999,11.00000011,1679,23.99999999,965,1084,210.0000001,231.0000001,37.00000013,7.000000072,21.99999997,61.99999987,292,106.0000001,32.00000008,564,54.00000005,132.0000001,9.000000093,3253.999999,34.0000001,95.99999997,0,116.9999999,35.00000011,0,50.00000001,106.0000001,111.9999999,96.99999998,37.00000013,72.99999999,134.0000001,0,101,146,63.99999989,182.0000001,0,9.000000093,84.0000001,15.99999991,12.00000012,7.000000072,90.99999992,4.000000041,94.99999996,15.99999991,0,19.99999995,6.000000062,0,16.99999992,0,39.9999999,0,137.9999999,5.000000052,0,203.0000001,21.99999997,6.000000062,0,25,25,0,0,0,119,18.99999994,4.000000041,40.99999991,16.99999992,0,69.99999996,19.99999995,0,31.00000006,264.9999999,184.0000001,0,0,58.00000009,12.00000012,0,0,21.99999997,0,8.000000083,18.99999994,70.99999997,3.000000031,0,11.00000011,1678
186,LA,12/10/2017,befAb,1298,1146,1070,727,719,437,3275.999999,20.99999999,70.99999998,190.9999999,412.0000001,491.9999999,317,5.999999973,1734,216,465,147.0000001,88.00000004,118.9999999,135,0,61.99999994,17.99999992,44.00000002,15.00000001,8.000000019,113,22.00000001,255.9999999,13.99999999,11.99999995,5.999999973,47.99999995,34.99999998,83.99999995,91.99999997,16.00000004,89.00000006,52.00000004,77.99999998,32.00000007,4.99999995,88.00000004,73.00000003,0,34.99999998,55.99999997,122,79,0,9.000000041,151,140.0000001,0,10.99999992,39.99999993,32.00000007,31.00000005,0,0,0,40.99999995,0,8.000000019,15.00000001,24.00000006,0,0,53.99999992,25.99999994,6.999999996,10.00000006,17.99999992,0,62.99999996,75.00000007,0,48.99999997,0,39.99999993,4.99999995,17.99999992,16.00000004,13.99999999,0,10.99999992,22.00000001,0,0,65.00000001,0,10.00000006,0,12.99999997,0,0,3.000000068,10.99999992,39.00000007,3.999999928,34.99999998,73.00000003,0,0,10.00000006,503
191,LA,12/10/2017,befAb,33.99999998,912,469,1796,1024,450,223,21.99999994,0,435,65.99999995,0,0,44.00000001,480,543,0,0,651,10.00000003,252.9999999,332,14.99999998,0,198,0,29.99999997,0,14.99999998,0,136,0,0,0,86.99999995,63,121,21.99999994,14.99999998,73.00000003,67.00000001,0,206,6.99999996,0,153,0,0,35.99999998,63,4.999999954,46.99999995,0,86.99999995,230.0000001,323,0,462,21.99999994,0,79.99999999,0,65.99999995,0,0,197,21,197,0,0,124,0,14.00000004,0,0,0,12.99999998,35.99999998,0,0,0,0,84.99999994,0,12.99999998,35.99999998,46.00000001,18.99999999,0,0,23.00000001,0,0,0,0,0,0,197,0,0,0,0,0,0,37.00000005,35.00000004,611.9999999
194,LA,12/10/2017,befAb,1603,1196,994,165,222,320,224,80.00000001,24.99999997,97.00000004,664.9999999,221,355,6.000000015,1467,40.99999997,144,460,110,0,65.00000003,0,80.00000001,0,129,23.99999995,7.000000036,193,16,109,0,16,0,29.00000005,4.999999994,50.00000005,64.00000001,0,51.99999998,17.00000002,45.99999996,59.00000002,80.00000001,45.00000006,60.99999995,0,13.00000005,62.99999999,32,111,0,22.00000002,34.00000005,13.99999996,49.00000003,9.999999987,45.99999996,8.999999966,65.00000003,12.00000003,0,0,23.00000004,0,0,0,13.99999996,0,50.99999996,0,0,126,13.00000005,21,0,18.00000005,0,0,0,0,22.00000002,115,62.99999999,0,11.00000001,0,0,12.00000003,0,41.99999999,43.00000001,11.00000001,0,2.999999951,7.999999945,0,0,14.99999998,7.999999945,22.00000002,97.00000004,19.99999997,62.99999999,0,0,13.00000005,452.9999999
200,LA,12/10/2017,befAb,694,2625,2191,2618,2877,308.9999999,1748,1519,59.00000009,1565,815,34.00000008,112.9999998,49.00000008,2240,2168,11.99999988,0,488,685.9999999,230.0000001,1280,45.99999995,35.00000001,50.00000002,74.00000009,15.99999994,230.0000001,45.99999995,31.99999988,73.00000016,14.00000007,5.000000002,6.999999874,50.00000002,272.9999999,441.0000001,157.9999999,56.99999989,230.0000001,226,0,121.9999999,84.0000001,60.99999996,126,0,20.99999994,242.9999999,124.0000001,10,50.99999995,4.000000066,78.00000016,176,240.0000001,0,488,125,0,0,458,171.9999999,0,55.00000002,246,0,0,0,0,6.999999874,35.99999995,35.00000001,386.0000001,0,0,64.00000009,15.00000001,131.9999999,0,0,13.00000013,41.99999989,0,25.00000001,90.99999997,90.99999997,425.0000002,28.00000014,0,0,0,41.99999989,73.00000016,239.0000002,0,0,38.00000014,80.99999997,4.000000066,0,80.99999997,5.000000002,0,23.00000014,33.00000014,818.0000001
203,LA,12/10/2017,befAb,3620,1904,1759.000001,343,644.0000001,332.9999999,162.9999999,126.0000001,49.99999994,46.99999993,408,346,307.0000001,307.0000001,719,77.00000003,255,531.0000001,66.00000005,168.9999999,7.999999972,6.000000019,35.00000006,32.00000005,208.0000001,24.00000008,15.99999994,272,21.99999996,233,13.99999999,13.99999999,7.999999972,66.99999994,0,49.99999994,66.99999994,0,86.00000006,12.00000004,52.99999995,0,238,69.99999995,55.00000007,0,3.000000009,80.99999994,86.00000006,225.0000001,4.999999963,18.00000006,0,0,263,24.99999997,38.99999996,18.00000006,43.99999993,0,0,4.000000066,9.999999925,0,24.00000008,4.000000066,41.99999997,0,0,0,0,85,32.00000005,29.99999993,9.000000028,0,7.000000075,3.000000009,0,21.00000007,0,88.00000001,54.00000001,10.99999998,12.00000004,104,0,55.00000007,0,38.99999996,0,0,0,4.999999963,0,0,0,18.00000006,18.99999995,30.99999999,0,35.00000006,0,0,0,3.000000009,584.9999999
204,LA,12/10/2017,befAb,304.9999999,747,1970,1691,1716.999999,125,57.00000001,67.99999997,18.00000005,642.0000001,120.9999999,29.00000001,74.00000004,1158,770.9999999,1535,14,0,156,0,242,209,150.9999999,11.99999997,14,10.99999996,182,0,253,0,82.99999998,26.99999998,0,0,21.00000008,134.0000001,181,142,16.00000002,80.99999995,35.99999992,7.999999927,169,12.99999999,0,79.99999994,20.00000007,0,32.00000004,41.99999999,31.00000003,0,0,0,174.0000001,117,0,126,11.99999997,0,215,689,145,0,0,82.99999998,8.999999939,44.00000002,0,0,0,0,12.99999999,146.0000001,5.00000006,0,21.99999993,40.99999998,0,7.000000084,0,2.000000024,86.00000001,0,304.0000001,87.00000003,160.0000001,15.00000001,64.99999993,0,4.000000048,0,0,48.00000007,0,0,0,57.00000001,7.000000084,0,0,0,0,21.00000008,6.000000072,26.99999998,757.9999999
207,LA,12/10/2017,befAb,1276,3153.000001,4561.000001,1067,663.9999999,28.00000007,6.999999916,386,76.9999999,317.9999999,101,54.00000009,191.0000001,473,55.99999994,383,134.9999999,0,0,946.0000001,337.9999999,718,125,29,224.9999999,86.00000008,180.9999999,32,31.00000007,0,194,0,17.00000003,11.99999997,44.9999999,83.00000009,118.0000001,25.00000008,72.00000005,8.99999998,37.99999998,0,101,0,20.00000002,116.9999999,0,64.99999992,22.00000009,52.00000002,11.99999997,11.00000004,0,20.00000002,163.9999999,93,0,144.0000001,35.99999992,0,14.99999997,37.99999998,70.99999991,5.000000057,37.00000005,165,16.0000001,160,0,255.0000001,0,0,46.99999996,63.00000007,11.00000004,0,75.00000004,320,0,0,0,20.99999995,214.0000001,0,17.99999996,170.0000001,130.0000001,40.99999998,0,0,0,0,9.999999909,29.99999993,0,23.00000002,0,66.00000006,54.00000009,0,0,0,3.999999923,29,108,23.99999995,1182
40,ADLIB,19/10/2017,befAb,144,335,534.9999999,294,0,87.99999999,52.99999999,139,146,88.99999998,57.00000001,63,136,224,9.000000021,299,123,0,57.00000001,80.00000001,39.00000001,0,137,93.99999999,17,32.00000002,92,16.00000001,0,5.999999998,23.99999999,3.000000023,34.00000001,10.00000001,51.00000001,24.99999998,6.99999999,12,44.00000002,41.99999999,15.00000002,0,0,18.99999999,19.99999998,15.00000002,0,12,21.00000002,23.99999999,0,26.00000002,12.99999999,94.99999998,38.00000002,9.000000021,88.99999998,17,0,0,12.99999999,1.999999983,5.999999998,0,12.99999999,40,0,0,0,79.00000001,0,0,5.999999998,9.000000021,148,0,26.00000002,0,23,7.999999981,0,0,0,0,10.00000001,0,0,0,58.99999999,0,0,0,21.00000002,24.99999998,0,0,0,0,18.99999999,0,5.000000006,0,0,0,0,9.000000021,297
46,ADLIB,19/10/2017,befAb,2790,2048,943,1248,1351,671.0000001,178.0000001,184.0000001,706,1177,316.9999999,465,975.9999999,6.000000035,23.99999993,206.0000001,174,158,313,197.9999999,272.9999999,0,211.9999999,474.0000001,53.9999999,67.99999991,40.0000001,141,34.99999993,124,29.0000001,6.999999901,175.0000001,40.99999996,42.00000004,114.9999999,102,9.000000053,120.0000001,131.0000001,119,0,26.99999995,83,73.00000008,221,21.99999999,54.99999997,59.00000007,133,6.999999901,56.99999992,156.0000001,325.0000001,0,0,635.0000001,6.000000035,17.00000003,18.99999997,0,0,39.00000002,56.99999992,142.9999999,9.000000053,145.0000001,0,14.00000001,6.999999901,361.0000001,17.9999999,6.000000035,100,25.00000001,0,25.00000001,0,128.0000001,37.00000008,0,15.99999995,9.999999919,150.9999999,17.9999999,15.00000009,20.00000005,0,125.9999999,23.99999993,124,89.00000003,0,0,10.99999999,15.99999995,0,0,0,20.00000005,12.99999994,0,0,7.999999977,0,34.99999993,925.0000001
50,ADLIB,19/10/2017,befAb,2885,1562,3403.999999,1881,1641,39.00000001,4.999999896,277.9999999,1653,123,394.0000001,549,0,2790.000001,8.999999909,30.99999998,108.0000001,10.99999992,10.00000003,84.00000003,74.99999988,6.000000019,489,584,61.00000008,125,180.0000001,0,30.99999998,0,43.00000002,6.999999903,472.0000001,22.00000007,18.99999994,162.9999999,63.00000008,0,20.99999995,0,121.9999999,0,18.99999994,0,12.00000004,261.9999999,6.000000019,0,138,84.00000003,0,14.99999993,0,37.99999988,0,0,22.00000007,121.9999999,0,0,0,0,183,0,73.00000011,47.99999991,36.00000012,0,0,0,0,0,8.000000026,0,112.0000001,0,104.0000001,16.00000005,43.00000002,224,0,0,0,0,32.0000001,0,180.0000001,67.00000009,0,0,0,0,295.0000001,63.00000008,0,24.99999996,0,28.99999997,0,16.00000005,0,115.9999999,0,0,4.000000013,28.00000009,1576
154,ADLIB,19/10/2017,befAb,1392,1198,50.99999999,155,49.99999998,60.00000001,111,76.99999998,87,212,367,254,87,0,395,0,50.99999999,162,72.99999997,96.00000003,19.99999998,168,53.99999999,49.99999998,45.99999997,34.00000001,9.000000022,0,11.00000003,286,16.99999997,3.000000007,10.00000002,27,0,41.00000003,10.00000002,0,37.00000002,36.00000002,0,32.00000001,32.00000001,8.00000002,47.99999998,0,7.000000017,41.00000003,9.000000022,0,0,13.00000003,28,29,181,22.99999999,72.99999997,0,13.00000003,31.00000001,0,0,0,61.00000001,22.99999999,0,35.00000002,0,0,0,0,22.99999999,18.99999998,3.000000007,6.000000015,14.00000003,0,0,0,0,37.00000002,18.99999998,0,29,7.000000017,16.99999997,14.00000003,5.000000012,5.000000012,18.99999998,42.99999997,13.00000003,30,0,61.00000001,0,0,0,17.99999997,0,0,0,0,0,0,0,221
171,ADLIB,19/10/2017,befAb,2053,1313,1118,750,185,287.0000001,113,438.0000001,923,196,732,293,578,0,101,235,927,113,195,156.0000001,239.0000001,0,219,214,0,224.9999999,39.00000005,145,14.99999999,41.00000007,11.99999996,0,146,70.00000003,24.99999993,50,20.00000003,34.00000001,251,54.00000004,36.00000003,0,0,33,63.99999998,72.00000005,36.00000003,47.99999999,24.99999993,0,0,73.00000006,191.9999999,27.99999995,0,0,0,13.99999998,13.99999998,42.99999994,0,3.000000027,86.00000003,26.99999995,55.00000005,3.000000027,50,0,14.99999999,0,138.0000001,7.000000063,8.999999932,0,0,0,0,0,41.00000007,37.00000004,10.99999995,0,0,72.00000005,88.00000005,0,11.99999996,9.999999941,69.00000003,0,42.99999994,18.00000001,13.99999998,0,24.00000007,47.99999999,0,19.00000002,0,7.000000063,0,12.99999997,0,0,0,10.99999995,745
176,ADLIB,19/10/2017,befAb,3799.000001,3377,1614,1029,73.00000001,180,91.9999999,764.9999999,1418,26.99999996,478,784,648,23.99999998,26.0000001,36.99999993,303.9999999,173,43.99999994,353,54.99999997,26.99999996,253,326,12.00000009,253,60.00000006,116.9999999,32.9999999,126.0000001,0,46.99999991,188,102.9999999,32.9999999,116.0000001,12.00000009,0,95.99999993,78.0000001,108,29.99999993,8.999999917,50.99999994,91.00000005,11.00000004,26.0000001,192.9999999,29.00000007,0,0,111,240,303.9999999,29.99999993,7.000000004,157.0000001,98.00000005,4.000000032,37.99999999,5.000000091,0,73.00000001,121,136,15.00000007,73.00000001,0,16.99999998,0,32.9999999,4.000000032,30.99999999,0,8.000000063,0,0,0,50.99999994,5.000000091,14.00000001,25.00000004,0,77.00000004,60.00000006,0,25.00000004,8.999999917,66.00000001,12.99999995,12.00000009,43.00000008,0,0,0,91.00000005,0,11.00000004,0,11.00000004,8.999999917,33.99999996,0,0,0,25.00000004,756
190,ADLIB,19/10/2017,befAb,1424,4291,894,1851,866.9999999,106.0000001,110,474.0000001,866.9999999,676.9999999,278.9999999,452,496,538,1093,209,1036,20.00000006,187.9999999,283.0000001,180.0000001,0,888,369.0000001,72.99999998,107.0000001,483,149.0000001,16.99999995,32.00000005,0,20.00000006,208,70.0000001,165,234.0000001,47.99999996,21.9999999,11.99999999,107.0000001,94.99999989,0,7.000000034,62.00000003,55,215,21.0000001,124.0000001,45.99999989,181.9999999,0,72.99999998,0,76.9999999,0,9.999999914,81.00000006,244,0,0,283.0000001,0,87.00000005,10.99999995,58.00000011,175.9999999,21.0000001,0,46.99999992,76.0000001,0,0,0,27.0000001,52.00000012,0,43.00000001,22.99999994,77.99999994,3.999999918,150.9999999,62.00000003,0,17.99999999,68.00000003,0,52.00000012,41.99999997,72.99999998,0,0,7.000000034,27.0000001,0,0,55,0,0,41.99999997,179.0000001,0,32.00000005,7.000000034,0,0,49,1128
193,ADLIB,19/10/2017,befAb,1406,618,4503,935,1067,202.9999999,77.99999998,552,482,553,512,83.99999999,423,36.00000007,16.99999992,366,93.99999995,30.00000006,134,199,217,12.00000002,50.99999993,59,28,99.00000002,357.9999999,109,0,9.999999961,52.99999999,0,83.00000005,11.00000008,78.99999992,90.99999995,115.9999999,14.00000009,364,188.0000001,62.99999995,3.999999949,5.000000069,103,25.99999993,77.99999998,22.99999993,9.999999961,12.00000002,77.99999998,3.000000006,118.9999999,317,95.00000007,0,8.000000075,0,24.99999999,0,9.999999961,9.000000018,0,71.00000002,0,12.00000002,49.99999998,15.00000003,279,27.00000005,46.00000003,171.9999999,6.999999955,0,37.99999996,182.0000001,0,12.99999997,0,80.00000004,30.00000006,9.000000018,0,0,24.99999999,24.00000005,0,37.00000002,0,109,0,92.00000007,12.00000002,78.99999992,0,37.00000002,47.99999992,0,0,14.00000009,22.99999993,27.00000005,0,0,0,15.99999997,31,867
208,ADLIB,19/10/2017,befAb,176,71.99999999,68.99999999,246,331,0,4.000000013,800.9999998,426,147,0,5.999999999,0,19.99999999,0,110,19.99999999,0,4.000000013,0,68.99999999,8.999999999,31.00000001,8.999999999,15,104,378,0,5.999999999,0,37.99999998,0,177,0,58.00000001,19.99999999,0,27,0,0,3,0,21,0,0,12,0,0,0,5.999999999,46.99999998,0,7.999999986,0,0,0,0,15,0,0,33,0,0,0,8.999999999,31.99999998,0,0,0,0,4.999999987,0,3,0,0,0,0,0,0,0,0,0,0,0,13.00000001,13.99999999,0,0,19.99999999,0,0,0,31.99999998,0,0,49.99999998,0,10.99999999,0,0,19.99999999,0,0,7.000000012,7.000000012,5.999999999,120
214,ADLIB,19/10/2017,befAb,986,339.0000001,896.0000001,994,2080.000001,1514,630,24.99999996,159.0000001,1690,212.9999999,203.0000001,929,0,13.99999997,927.9999999,250,73.99999995,856.9999999,136.9999999,277,0,24.00000003,65.99999994,212.9999999,0,252.0000001,84.00000002,21.00000006,68,16.00000002,10.00000007,7.000000087,60.99999991,1097,114.9999999,103,381,209.9999999,280,144,0,8.999999936,179,32.99999997,81.00000004,81.00000004,43.00000004,105.0000001,24.00000003,0,198,324,136.9999999,0,35.00000002,0,24.99999996,16.99999995,22.9999999,53.0000001,0,10.00000007,59.99999998,24.99999996,51.99999997,84.99999994,302.9999999,0,0,92.00000003,16.99999995,32.00000005,79.99999991,0,0,40.99999998,40.99999998,101,0,0,0,0,29.00000007,30.99999992,43.00000004,27.00000001,15.0000001,100,0,122,0,76.99999993,0,32.99999997,46.00000002,0,62.00000004,13.99999997,0,106,0,0,0,0,26.00000009,1204
